split,pdbid,affinity,ligand,smiles,warning,protocol_source,has_smiles,has_global_file,has_pocket_file,overlap_with_training,overlap_with_validation,overlap_with_core_test,overlap_source
csar_hiq_135_protocol,2hj4,5.37,PNZ,[NH3+]CC1=CC=C([N+](=O)[O-])C=C1.[NH3+]CC1=CC=C([N+](=O)[O-])C=C1.[NH3+]CC1=CC=C([N+](=O)[O-])C=C1.[NH3+]CC1=CC=C([N+](=O)[O-])C=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2hr6,4.92,DUD,[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2C([H])=C([H])C(=O)=N=C2=O)O[C@]1([H])C([H])([H])O[P@](=O)([O-])OP(=O)([O-])[O-],"SDF Sanitize Error: Explicit valence for atom # 1 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2i0d,12.1,MUT,COC1=CC=C(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2CN(C3=CC=CC(C(C)=O)=C3)C(=O)O2)C=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2iwx,6.68,M1S,O=C1CCCCC/C=C/CCOC(=O)C2=C(O)C=C(O)C(Cl)=C2C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2j4k,4.85,U5P,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C(=O)=N=C2=O)O[C@]1([H])C([H])([H])OP(=O)([O-])[O-].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C(=O)=N=C2=O)O[C@]1([H])C([H])([H])OP(=O)([O-])[O-].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C(=O)=N=C2=O)O[C@]1([H])C([H])([H])OP(=O)([O-])[O-].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C(=O)=N=C2=O)O[C@]1([H])C([H])([H])OP(=O)([O-])[O-].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C(=O)=N=C2=O)O[C@]1([H])C([H])([H])OP(=O)([O-])[O-].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C(=O)=N=C2=O)O[C@]1([H])C([H])([H])OP(=O)([O-])[O-],"SDF Sanitize Error: Explicit valence for atom # 1 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2j78,6.42,GOX,[H]ON([H])[C@@+]1([H])=N[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H].[H]ON([H])[C@@+]1([H])=N[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],"SDF Sanitize Error: Explicit valence for atom # 0 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2jbj,9.7,G88,O=C([O-])CC[C@H](CP(=O)([O-])[O-])C(=O)[O-],,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2jj3,9.55,JJ3,COCC1=CC(O)=CC2=C1O[C@@H](C1=CC=C(O)C=C1)[C@H]1CCC[C@@H]21.COCC1=CC(O)=CC2=C1O[C@@H](C1=CC=C(O)C=C1)[C@H]1CCC[C@@H]21,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2nnq,8.7,T4B,CCC1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=NN1C1=CC=CC=C1C1=CC=CC(OCC(=O)[O-])=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2p4y,9.0,C03,COC1=CC=C2C(=C1)ON=C2C1=C(C)N(CC2=CC(O[C@H](C)C(=O)[O-])=CC=C2Cl)C2=CC(OC(F)(F)F)=CC=C21.COC1=CC=C2C(=C1)ON=C2C1=C(C)N(CC2=CC(O[C@H](C)C(=O)[O-])=CC=C2Cl)C2=CC(OC(F)(F)F)=CC=C21,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2p98,6.19,YE7,[H]C1=C([H])C2=C(C([H])=C1[H])C([H])=C([H])N1C2=N=C(C(=O)N([H])N([H])[H])C1([H])[H],"SDF Sanitize Error: Explicit valence for atom # 11 N, 4, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2pog,9.54,WST,O=C1C=CC([C@@H]2OC3=CC=CC(O)=C3[C@@H]3CCC[C@@H]32)C=C1.O=C1C=CC([C@@H]2OC3=CC=CC(O)=C3[C@@H]3CCC[C@@H]32)C=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2qbq,7.44,4B3,CC1(C)CC(NC2=CC=CC(C3=C(Br)C(OCC(=O)[O-])=C(C(=O)[O-])S3)=C2)CC(C)(C)C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2qbr,6.33,910,O=C([O-])COC1=C(C(=O)[O-])SC(C2=CC=CC(NCC3=CC=CC=C3)=C2)=C1Br,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2qnq,6.11,QN3,O=S(=O)(C1=CC=CC=C1Cl)N(CC1=CC=CC=C1)[C@H]1C[NH2+]C[C@@H]1N(CC1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1Cl,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2r6w,9.36,LLB,C[C@H]1CC[N@H+](CCOC2=CC=C(C(=O)C3=C(C4=CC=C(O)C=C4)SC4=CC(O)=CC=C43)C=C2)CC1.C[C@H]1CC[N@H+](CCOC2=CC=C(C(=O)C3=C(C4=CC=C(O)C=C4)SC4=CC(O)=CC=C43)C=C2)CC1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2vkm,8.74,BSD,COC1=CC=CC(C[NH2+]C[C@@H](O)[C@H](CC2=CC=CC=C2)NC(=O)C2=CC(C(=O)N[C@H](C)C3=CC=CC=C3)=CC(N(C)S(C)(=O)=O)=C2)=C1.COC1=CC=CC(C[NH2+]C[C@@H](O)[C@H](CC2=CC=CC=C2)NC(=O)C2=CC(C(=O)N[C@H](C)C3=CC=CC=C3)=CC(N(C)S(C)(=O)=O)=C2)=C1.COC1=CC=CC(C[NH2+]C[C@@H](O)[C@H](CC2=CC=CC=C2)NC(=O)C2=CC(C(=O)N[C@H](C)C3=CC=CC=C3)=CC(N(C)S(C)(=O)=O)=C2)=C1.COC1=CC=CC(C[NH2+]C[C@@H](O)[C@H](CC2=CC=CC=C2)NC(=O)C2=CC(C(=O)N[C@H](C)C3=CC=CC=C3)=CC(N(C)S(C)(=O)=O)=C2)=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2vw5,8.52,BC6,[H]OC1=C([H])C2=C([H])C(=N=C(=O)/C(C([H])([H])[H])=C(\[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(OC(=O)N([H])[H])/C(C([H])([H])[H])=C(\[H])[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H])C1([H])[H].[H]OC1=C([H])C2=N=C(=O)/C(C([H])([H])[H])=C(\[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(OC(=O)N([H])[H])/C(C([H])([H])[H])=C(\[H])[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C(=C1[H])C2([H])[H].[H]OC1=C([H])C2=N=C(=O)/C(C([H])([H])[H])=C(\[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(OC(=O)N([H])[H])/C(C([H])([H])[H])=C(\[H])[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C(=C1[H])C2([H])[H].[H]OC1=C([H])C2=N=C(=O)/C(C([H])([H])[H])=C(\[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(OC(=O)N([H])[H])/C(C([H])([H])[H])=C(\[H])[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C(=C1[H])C2([H])[H],"SDF Sanitize Error: Explicit valence for atom # 1 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2z4b,9.36,DC8,OC1=CC=C([C@@H]2OC3=CC=C(O)C=C3[C@@H]3CC(F)(F)C[C@@H]32)C=C1.OC1=CC=C([C@@H]2OC3=CC=C(O)C=C3[C@@H]3CC(F)(F)C[C@@H]32)C=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,3bgz,6.26,VX3,[H]C1=C([H])C([H])=C(C2=N=C3C(C(=O)[O-])=C([H])C([H])=C([H])C3=C2C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],"SDF Sanitize Error: Explicit valence for atom # 7 N, 4, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,3d2r,5.48,ADP,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])([H])N=C3[C+]([H])(N([H])[H])=NC([H])([H])N=[C@@+]32[H])O[C@]1([H])C([H])([H])O[P@](=O)([O-])OP(=O)([O-])[O-].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])([H])N=C3[C+]2([H])=NC([H])([H])N=[C@@+]3([H])N([H])[H])O[C@]1([H])C([H])([H])O[P@@](=O)([O-])OP(=O)([O-])[O-],"SDF Sanitize Error: Explicit valence for atom # 21 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,3e92,8.0,G6A,CC1=CC=C(C(=O)NC2CC2)C=C1C1=CC=C(C2=NN=C(C)O2)C=C1C,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,3f3d,6.63,MET,CSCC[C@H]([NH3+])C(=O)[O-].CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O.CSCC[C@H]([NH3+])C=O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
